Address of the authorisation holder,Date from which the product is authorised,Date until which the product is authorised,Description and characterisation of the product,Name of the authorisation holder,Name of the product,Unique code,Food category,Maximum level g/kg
"P.O. Box 1537; 633 South 20th street; Manitowoc, WI 54221- 1537; USA",1 January 2014,1 January 2024,"1.
Source materials:
Maple (Acer saccharum): 25 - 65 %
Oak (Quercus alba): 20 - 75 %
Hickory (Carya ovata), ash (Fraxinus americana), birch (Betula papyrifera and Betula alleghanisensis), cherry (Prunus serotina), beech (Facus grandifolia): 0 - 15 % (in total)
2.
Specifications:
pH: 2,8 - 3,2
Water: 57,0 - 64,4 %
Acid % (expressed as acetic acid): 6,0 - 7,0 wt. %
Carbonyl compounds: 16,0 - 24,0 wt. %
Phenols: 10,0 - 16,0 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Red Arrow Products Company LLC,SmokEz Enviro-23,SF-006,8.1.2. Meat preparations as defined by Regulation (EC) no 853/2004,5.0
"P.O. Box 1537; 633 South 20th street; Manitowoc, WI 54221- 1537; USA",1 January 2014,1 January 2024,"1.
Source materials:
Maple (Acer saccharum): 25 - 65 %
Oak (Quercus alba): 20 - 75 %
Hickory (Carya ovata), ash (Fraxinus americana), birch (Betula papyrifera and Betula alleghanisensis), cherry (Prunus serotina), beech (Facus grandifolia): 0 - 15 % (in total)
2.
Specifications:
pH: 2,8 - 3,2
Water: 57,0 - 64,4 %
Acid % (expressed as acetic acid): 6,0 - 7,0 wt. %
Carbonyl compounds: 16,0 - 24,0 wt. %
Phenols: 10,0 - 16,0 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Red Arrow Products Company LLC,SmokEz Enviro-23,SF-006,8.2. Processed meat,5.0
"P.O. Box 1537; 633 South 20th street; Manitowoc, WI 54221- 1537; USA",1 January 2014,1 January 2024,"1.
Source materials:
Maple (Acer saccharum): 25 - 65 %
Oak (Quercus alba): 20 - 75 %
Hickory (Carya ovata), ash (Fraxinus americana), birch (Betula papyrifera and Betula alleghanisensis), cherry (Prunus serotina), beech (Facus grandifolia): 0 - 15 % (in total)
2.
Specifications:
pH: 2,8 - 3,2
Water: 57,0 - 64,4 %
Acid % (expressed as acetic acid): 6,0 - 7,0 wt. %
Carbonyl compounds: 16,0 - 24,0 wt. %
Phenols: 10,0 - 16,0 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Red Arrow Products Company LLC,SmokEz Enviro-23,SF-006,9.2. Processed fish and fishery products including crustaceans and molluscs,2.0
"P.O. Box 1537; 633 South 20th street; Manitowoc, WI 54221- 1537; USA",1 January 2014,1 January 2024,"1.
Source materials:
Maple (Acer saccharum): 25 - 65 %
Oak (Quercus alba): 20 - 75 %
Hickory (Carya ovata), ash (Fraxinus americana), birch (Betula papyrifera and Betula alleghanisensis), cherry (Prunus serotina), beech (Facus grandifolia): 0 - 15 % (in total)
2.
Specifications:
pH: 2,8 - 3,2
Water: 57,0 - 64,4 %
Acid % (expressed as acetic acid): 6,0 - 7,0 wt. %
Carbonyl compounds: 16,0 - 24,0 wt. %
Phenols: 10,0 - 16,0 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Red Arrow Products Company LLC,SmokEz Enviro-23,SF-006,9.3. Fish roe,2.0
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,1.4. Flavoured fermented milk products including heat treated products,1.0
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,1.6.3. Other creams,1.0
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,1.7.3. Edible cheese rind,1.0
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,1.7.5. Processed cheeses,1.0
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,2. Fats and oils and fat and oil emulsions,1.0
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,8.1.2. Meat preparations as defined by Regulation (EC) No 853/2004,4.0
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,8.2. Processed meat,4.0
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,9.2. Processed fish and fishery products including crustaceans and molluscs,4.0
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,9.3. Fish roe,4.0
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,"12.2. Herbs, spices, seasonings",1.0
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,12.5. Soups and broths,0.50
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,12.6. Sauces,1.0
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,14.1. Non-alcoholic beverages,0.10
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,"14.2. Alcoholic beverages, including alcohol-free and low-alcohol counterparts",0.10
"36, rue Gutenberg - ZI La Marinière; 91070 Bondoufle; FRANCE",1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus grandifolia)
2.
Specifications:
pH: 1,5 - 2,5
Water: 50 - 58 wt. %
Acid % (expressed as acetic acid): 13 - 16 wt. %
Carbonyl compounds: 17 - 22 wt. %
Phenols: 30 - 45 mg/ml
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Nactis,TradismokeTM A MAX,SF-007,15. Ready-to-eat savouries and snacks,1.0
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,1.7. Cheese and cheese products,2.5
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,2. Fats and oils and fat and oil emulsions,0.002
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,3. Edible ices,0.005
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,4.2. Processed fruits and vegetables,0.55
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,5. Confectionery,0.10
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,8.1.2. Meat preparations as defined by Regulation (EC) No 853/2004,2.5
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,8.2. Processed meat,2.5
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,9.2. Processed fish and fishery products including crustaceans and molluscs,2.5
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,9.3. Fish roe,2.5
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,"12.2. Herbs, spices, seasonings",4.0
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,12.4. Mustard,0.10
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,12.5. Soups and broths,0.28
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,12.6. Sauces,1.5
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,12.7. Salads and savoury based sandwich spreads,0.40
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,14.1. Non-alcoholic beverages,0.10
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,"14.2. Alcoholic beverages, including alcohol-free and low-alcohol counterparts",0.02
Uslarer Strasse 30; 37194 Bodenfelde; GERMANY,1 January 2014,1 January 2024,"1.
Source materials:
 90 % beech (Fagus sylvatica), 10 % oak (Quercus alba)
2.
Specifications:
pH: 2,0 - 2,5
Water: 76,7 - 83,5 %
Acid (expressed as acetic acid): 10,5 - 12,5 meq/g
Carbonyl compounds: 5 - 10 wt. %
Phenols: 5 - 10 wt. %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",ProFagus Gmbh,proFagus-Smoke R709,SF-008,15. Ready-to-eat savouries and snacks,2.5
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,1.4. Flavoured fermented milk products including heat treated products,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,1.6.3. Other creams,0.06
