Address of the authorisation holder,Date from which the product is authorised,Date until which the product is authorised,Description and characterisation of the product,Name of the authorisation holder,Name of the product,Unique code,Food category,Maximum level g/kg
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,1.7. Cheese and cheese products,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,"1.8. Dairy analogues, including beverage whiteners",0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,2. Fats and oils and fat and oil emulsions,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,3. Edible ices,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,4.2. Processed fruit and vegetables,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,5. Confectionery,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,6.3. Breakfast cereals,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,6.4.5. Fillings of stuffed pasta (ravioli and similar),0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,6.5. Noodles,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,6.6. Batters,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,6.7. Pre-cooked or processed cereals,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,7.1. Breads and rolls,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,7.2. Fine bakery wares,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,8. Meat,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,9.2. Processed fish and fishery products including crustaceans and molluscs,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,9.3. Fish roe,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,10.2. Processed eggs and egg products,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,"12.2. Herbs, spices, seasonings",0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,12.3. Vinegar,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,12.4. Mustard,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,12.5. Soups and broths,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,12.6. Sauces,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,12.7. Salads and savoury based sandwich spreads,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,"12.9. Protein products, excluding products covered in category 1.8",0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,13.3. Dietary foods for weight control diets intended to replace total daily food intake or an individual meal,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,13.4. Foodstuffs suitable for people intolerant to gluten as defined by Regulation (EC) No 41/2009 (3),0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,14.1.4. Flavoured drinks,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,14.1.5.2. Other,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,"14.2. Alcoholic beverages, including alcohol-free and low-alcohol counterparts",0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,15. Ready-to-eat savouries and snacks,0.06
Kompozíció Kft; 2053 Herceghalom; HUNGARY,1 January 2014,1 January 2024,"1.
Source materials:
 85 % beech (Fagus sylvatica), 15 % hornbeam (Carpinus betulus)
2.
Specifications:
Water content: < 2 w/w %
Acid % (expressed as acetic acid): 1 - 8 w/w %
Carbonyl compounds: 25 - 30 w/w %
Phenols: 15 - 60 w/w %
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg",Kompozíció Kft,Fumokomp,SF-009,"16. Desserts excluding products covered in category 1, 3 and 4",0.06
Mlynská 15; 929 01 Dunajská Streda; SLOVAKIA,1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus sylvatica)
2.
Specifications:
Solvent: ethanol/water mixture (approx. 60/40 wt. %)
Acid (expressed as acetic acid): 3,5 - 5,2 g/kg
Carbonyl compounds: 6,0 - 10,0 g/kg
Phenols: 8,0 - 14,0 g/kg
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg","AROMARCO, s.r.o",AM 01,SF-010,1.4. Flavoured fermented milk products including heat treated products,0.60
Mlynská 15; 929 01 Dunajská Streda; SLOVAKIA,1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus sylvatica)
2.
Specifications:
Solvent: ethanol/water mixture (approx. 60/40 wt. %)
Acid (expressed as acetic acid): 3,5 - 5,2 g/kg
Carbonyl compounds: 6,0 - 10,0 g/kg
Phenols: 8,0 - 14,0 g/kg
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg","AROMARCO, s.r.o",AM 01,SF-010,1.6.3. Other creams,0.60
Mlynská 15; 929 01 Dunajská Streda; SLOVAKIA,1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus sylvatica)
2.
Specifications:
Solvent: ethanol/water mixture (approx. 60/40 wt. %)
Acid (expressed as acetic acid): 3,5 - 5,2 g/kg
Carbonyl compounds: 6,0 - 10,0 g/kg
Phenols: 8,0 - 14,0 g/kg
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg","AROMARCO, s.r.o",AM 01,SF-010,1.7. Cheese and cheese products,0.60
Mlynská 15; 929 01 Dunajská Streda; SLOVAKIA,1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus sylvatica)
2.
Specifications:
Solvent: ethanol/water mixture (approx. 60/40 wt. %)
Acid (expressed as acetic acid): 3,5 - 5,2 g/kg
Carbonyl compounds: 6,0 - 10,0 g/kg
Phenols: 8,0 - 14,0 g/kg
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg","AROMARCO, s.r.o",AM 01,SF-010,"1.8. Dairy analogues, including beverage whiteners",0.60
Mlynská 15; 929 01 Dunajská Streda; SLOVAKIA,1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus sylvatica)
2.
Specifications:
Solvent: ethanol/water mixture (approx. 60/40 wt. %)
Acid (expressed as acetic acid): 3,5 - 5,2 g/kg
Carbonyl compounds: 6,0 - 10,0 g/kg
Phenols: 8,0 - 14,0 g/kg
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg","AROMARCO, s.r.o",AM 01,SF-010,2. Fats and oils and fat and oil emulsions,0.40
Mlynská 15; 929 01 Dunajská Streda; SLOVAKIA,1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus sylvatica)
2.
Specifications:
Solvent: ethanol/water mixture (approx. 60/40 wt. %)
Acid (expressed as acetic acid): 3,5 - 5,2 g/kg
Carbonyl compounds: 6,0 - 10,0 g/kg
Phenols: 8,0 - 14,0 g/kg
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg","AROMARCO, s.r.o",AM 01,SF-010,8.1.2. Meat preparations as defined by Regulation (EC) no 853/2004,0.85
Mlynská 15; 929 01 Dunajská Streda; SLOVAKIA,1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus sylvatica)
2.
Specifications:
Solvent: ethanol/water mixture (approx. 60/40 wt. %)
Acid (expressed as acetic acid): 3,5 - 5,2 g/kg
Carbonyl compounds: 6,0 - 10,0 g/kg
Phenols: 8,0 - 14,0 g/kg
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg","AROMARCO, s.r.o",AM 01,SF-010,8.2. Processed meat,0.85
Mlynská 15; 929 01 Dunajská Streda; SLOVAKIA,1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus sylvatica)
2.
Specifications:
Solvent: ethanol/water mixture (approx. 60/40 wt. %)
Acid (expressed as acetic acid): 3,5 - 5,2 g/kg
Carbonyl compounds: 6,0 - 10,0 g/kg
Phenols: 8,0 - 14,0 g/kg
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg","AROMARCO, s.r.o",AM 01,SF-010,9.2. Processed fish and fishery products including crustaceans and molluscs,0.80
Mlynská 15; 929 01 Dunajská Streda; SLOVAKIA,1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus sylvatica)
2.
Specifications:
Solvent: ethanol/water mixture (approx. 60/40 wt. %)
Acid (expressed as acetic acid): 3,5 - 5,2 g/kg
Carbonyl compounds: 6,0 - 10,0 g/kg
Phenols: 8,0 - 14,0 g/kg
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg","AROMARCO, s.r.o",AM 01,SF-010,9.3. Fish roe,0.80
Mlynská 15; 929 01 Dunajská Streda; SLOVAKIA,1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus sylvatica)
2.
Specifications:
Solvent: ethanol/water mixture (approx. 60/40 wt. %)
Acid (expressed as acetic acid): 3,5 - 5,2 g/kg
Carbonyl compounds: 6,0 - 10,0 g/kg
Phenols: 8,0 - 14,0 g/kg
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg","AROMARCO, s.r.o",AM 01,SF-010,"14.2. Alcoholic beverages, including alcohol-free and low-alcohol counterparts",0.02
Mlynská 15; 929 01 Dunajská Streda; SLOVAKIA,1 January 2014,1 January 2024,"1.
Source materials:
 Beech (Fagus sylvatica)
2.
Specifications:
Solvent: ethanol/water mixture (approx. 60/40 wt. %)
Acid (expressed as acetic acid): 3,5 - 5,2 g/kg
Carbonyl compounds: 6,0 - 10,0 g/kg
Phenols: 8,0 - 14,0 g/kg
3.
Purity criteria:
Lead: < 5,0 mg/kg
Arsenic: < 3,0 mg/kg
Cadmium: < 1,0 mg/kg
Mercury: < 1,0 mg/kg","AROMARCO, s.r.o",AM 01,SF-010,15. Ready-to-eat savouries and snacks,1.30
